UID,Facility_Name,Owner,Lat,Lon,City,County,State,Zipcode,Standard,Type_of_Facility,Congressional_District,Rep,Party,Simple_Status,Status,Source_Name,Source_Link,FRS_ID,dem_frs_id,EIS_ID,TRI_ID,GHGRP_ID,Total_Population_1_Mile,per_People_of_Color_1_Mile,per_Low_Income_1_Mile,per_5_and_Younger_1_Mile,per_65_and_Older_1_Mile,Total_Population_3_Miles,per_People_of_Color_3_Miles,per_Low_Income_3_Miles,per_5_and_Younger_3_Miles,per_65_and_Older_3_Miles,FRS_ID_CAA_Compliance,ECHO_Link_CAA_Compliance,CAA_Compliance_Status,Quarters_of_Past_12_in_Noncompliance,Quarters_of_Past_12_with_High_Priority_Violations,Formal_Enforcement_Actions_within_Past_5_Years,GHGRP_2023_GHG_Emissions_MTCO2e,NEI_2020_CAP_Emissions_tons,NEI_2020_HAP_Emissions_lbs
1434,Lyondellbasell Acetyls,,29.7122,-95.0667,La Porte,Harris County,TX,77571,HON Rule,Chemical Manufacturing,TX36,Rep. Brian Babin,Republican,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110000463597,110000463597,6671911,77571QNTMC11603,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,110000463597,https://echo.epa.gov/detailed-facility-report?fid=110000463597,High Priority Violation,12,12,2,#N/A,187,"78,904"
1435,Gulf Coast Waste Disposal Bayport Facility,,29.6097,-95.0442,Pasadena,Harris County,TX,77507,HON Rule,Chemical Manufacturing,TX36,Rep. Brian Babin,Republican,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110001869559,110001869559,3737011,0,0,600,39,19,3,23,21489,31,16,5,15,110001869559,https://echo.epa.gov/detailed-facility-report?fid=110001869559,High Priority Violation,12,12,1,#N/A,32,"12,635"
1436,Lyondell Chemical Bayport Choate Plant,,29.6249,-95.0519,Pasadena,Harris County,TX,77507,HON Rule,Chemical Manufacturing,TX36,Rep. Brian Babin,Republican,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,"110000463007, 110070751094, 110070364457, 110071231525",110000463007,4924311,77507RCCHM10801,1001905,605,38,18,3,24,21871,31,16,5,15,110000463007,https://echo.epa.gov/detailed-facility-report?fid=110000463007,No Violation Identified,2,0,1,"114,513",356,"18,773"
1437,Kuraray Company Inc,,29.6200,-95.0428,Pasadena,Harris County,TX,77501,HON Rule,Chemical Manufacturing,TX36,Rep. Brian Babin,Republican,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,"110000751758, 110041043634",110000751758,4980911,77507VLCMP11500,0,839,46,32,5,14,17892,34,18,6,14,110000751758,https://echo.epa.gov/detailed-facility-report?fid=110000751758,No Violation Identified,6,6,2,#N/A,92,"42,774"
1438,Ineos Styrolution America Bayport Facility,,29.5989,-95.0136,Pasadena,Harris County,TX,77507,HON Rule,Chemical Manufacturing,TX36,Rep. Brian Babin,Republican,Received Exemption,Received Exemption,July 2025 Proclamation,https://www.whitehouse.gov/presidential-actions/2025/07/regulatory-relief-for-certain-stationary-sources-to-promote-american-chemical-manufacturing-security/,110000462909,110000462909,6534611,77507HNTSM12222,0,800,16,13,3,22,23288,29,16,6,14,110000462909,https://echo.epa.gov/detailed-facility-report?fid=110000462909,High Priority Violation,12,12,4,#N/A,458,"22,232"
1439,The Goodyear Tire & Rubber Co Bayport Chemical Plant,,29.6469,-95.0479,Pasadena,Harris County,TX,77507,HON Rule,Chemical Manufacturing,TX36,Rep. Brian Babin,Republican,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110000462856,110000462856,4055511,77507GDYRB13441,0,1347,40,16,7,11,28897,45,24,7,13,110000462856,https://echo.epa.gov/detailed-facility-report?fid=110000462856,No Violation Identified,0,0,0,#N/A,39,"11,128"
1440,"Sekisui Specialty Chemicals America, Llc. - Pasadena Plant",,29.7156,-95.1902,Pasadena,Harris County,TX,77501,HON Rule,Chemical Manufacturing,TX29,Rep. Sylvia Garcia,Democrat,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,"110070736926, 110070753145",110070736926,6510111,"77506CLNSC1423H, 77506RPRDC1423H, 7750WVNKCR1431P","1013138, 1003007",6041,94,54,10,7,83994,89,48,9,8,110070736926,https://echo.epa.gov/detailed-facility-report?fid=110070736926,No Violation Identified,0,0,4,"16,156",57,"15,900"
1441,Ineos Americas Pasadena Site,,29.7300,-95.1547,Pasadena,Harris County,TX,77503,HON Rule,Chemical Manufacturing,TX36,Rep. Brian Babin,Republican,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110000462623,110000462623,6421511,77501GRGGL3503P,1003186,50,82,60,0,8,32799,80,39,7,9,110000462623,https://echo.epa.gov/detailed-facility-report?fid=110000462623,High Priority Violation,11,11,2,"55,831",93,"38,829"
1442,Equistar Bayport Underwood Plant,,29.6294,-95.0806,Pasadena,Harris County,TX,77507,HON Rule,Chemical Manufacturing,TX36,Rep. Brian Babin,Republican,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110000506079,110000506079,4926611,77507QSTRC5761U,0,328,56,32,2,15,30542,45,16,6,15,110000506079,https://echo.epa.gov/detailed-facility-report?fid=110000506079,High Priority Violation,12,12,1,#N/A,63,"14,286"
1443,Celanese Clear Lake Plant,,29.6244,-95.0629,Pasadena,Harris County,TX,77507,HON Rule,Chemical Manufacturing,TX36,Rep. Brian Babin,Republican,Received Exemption,Received Exemption,July 2025 Proclamation,https://www.whitehouse.gov/presidential-actions/2025/07/regulatory-relief-for-certain-stationary-sources-to-promote-american-chemical-manufacturing-security/,110067040703,110067040703,4057911,"7750WCLRNT952BA, 77507DWCHM952BB, 77507HCHST9502B, 77507BCGSS952BA",0,279,60,37,3,15,21981,41,17,6,15,110067040703,https://echo.epa.gov/detailed-facility-report?fid=110067040703,No Violation Identified,7,5,13,#N/A,985,"212,124"
1444,Eastman Chemical Texas Operations,,32.4381,-94.6900,Longview,Harrison County,TX,75607,HON Rule,Chemical Manufacturing,TX1,Rep. Nathaniel Moran,Republican,Received Exemption,Received Exemption,July 2025 Proclamation,https://www.whitehouse.gov/presidential-actions/2025/07/regulatory-relief-for-certain-stationary-sources-to-promote-american-chemical-manufacturing-security/,110000743704,110000743704,7908711,75607TXSSTOFFHI,1007438,445,40,40,8,15,10539,75,46,6,13,110000743704,https://echo.epa.gov/detailed-facility-report?fid=110000743704,High Priority Violation,12,12,6,"2,220,078",706,"5,404"
1445,Alon Usa Big Spring Refinery,,32.2691,-101.4177,Big Spring,Howard County,TX,79720,HON Rule,Chemical Manufacturing,TX19,Rep. Jodey Arrington,Republican,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,"110013314323, 110071872154, 110070280066, 110070755058, 110070345575",110013314323,5651911,79721FNLNDIS20E,1006961,695,29,16,5,9,9051,49,28,9,10,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,"2,465","133,492"
1446,Borger Refinery,Phillips 66,35.7031,-101.3631,Borger,Hutchinson,TX,79008,HON Rule,Chemical Manufacturing,TX13,Rep. Ronny Jackson,Republican,Received Exemption,Received Exemption,July 2025 Proclamation,https://www.whitehouse.gov/presidential-actions/2025/07/regulatory-relief-for-certain-stationary-sources-to-promote-american-chemical-manufacturing-security/,110042005843,110042005843,4861611,79008PHLLPSTATE,1006301,86,30,49,0,17,5892,47,42,6,16,110042005843,https://echo.epa.gov/detailed-facility-report?fid=110042005843,Violation w/in 1 Year,2,0,2,"1,367,497","2,705","279,803"
1447,Chevron Phillips Chemical Borger Plant,,35.6992,-101.3563,Borger,Hutchinson County,TX,79007,HON Rule,Chemical Manufacturing,TX13,Rep. Ronny Jackson,Republican,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,"110041990646, 110041025431, 110070060886",110041990646,"6157311, 17737011",79008PHLLP2MILE,0,90,30,49,0,18,5754,46,40,6,16,110041990646,https://echo.epa.gov/detailed-facility-report?fid=110041990646,No Violation Identified,1,0,0,#N/A,635,"44,223"
1448,Lucite Beaumont Site,,30.0146,-94.0285,Nederland,Jefferson,TX,77627,HON Rule,Chemical Manufacturing,TX14,Rep. Randy Weber,Republican,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110000463917,110000463917,6385211,77627CCRYL6350N,0,145,11,24,0,6,13345,49,24,2,8,110000463917,https://echo.epa.gov/detailed-facility-report?fid=110000463917,No Violation Identified,1,1,5,#N/A,584,"22,206"
1449,Beaumont Gas-To Gasoline Plant,,30.0314,-94.0539,Beaumont,Jefferson,TX,77705,HON Rule,Chemical Manufacturing,TX14,Rep. Randy Weber,Republican,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110070183112,110070183112,18893911,7770WBMNTG2366S,0,710,67,56,7,4,17803,81,49,4,7,110070183112,https://echo.epa.gov/detailed-facility-report?fid=110070183112,No Violation Identified,0,0,1,#N/A,444,"44,493"
1450,Goodyear Tire & Rubber Beaumont Chemical Plant,,29.9740,-94.2159,Beaumont,Jefferson County,TX,77720,"HON Rule, P&R I  Rule",Chemical Manufacturing,TX14,Rep. Randy Weber,Republican,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,"110062118505, 110064203847, 110041126484",110062118505,5653011,77720THGDYINTER,0,234,52,21,6,15,2237,50,22,6,14,110062118505,https://echo.epa.gov/detailed-facility-report?fid=110062118505,No Violation Identified,7,6,1,#N/A,"1,197","634,960"
1451,Exxonmobil Oil Beaumont Chemical Plant,,30.0696,-94.0629,Beaumont,Jefferson County,TX,77701,HON Rule,Chemical Manufacturing,TX14,Rep. Randy Weber,Republican,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110000464131,110000464131,4930211,77704MBLCHGULFS,0,275,49,32,0,13,22419,86,51,5,10,110000464131,https://echo.epa.gov/detailed-facility-report?fid=110000464131,High Priority Violation,12,12,5,#N/A,"1,782","62,346"
1452,The Dow Chemical Co - Aniline Facility (Formerly Chemours Beaumont Aniline Facility),,30.0154,-94.0294,Beaumont,Jefferson County,TX,77705,HON Rule,Chemical Manufacturing,TX14,Rep. Randy Weber,Republican,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110034393378,110034393378,"6386311, 6362111",77704DPNTBSTATE,0,138,7,24,1,7,13029,49,24,2,8,110034393378,https://echo.epa.gov/detailed-facility-report?fid=110034393378,No Violation Identified,0,0,0,#N/A,4,"14,140"
1453,Chevron Chemical Company,,29.8490,-93.9765,Port Arthur,Jefferson County,TX,77640,HON Rule,Chemical Manufacturing,TX14,Rep. Randy Weber,Republican,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110020148008,110020148008,6158411,77640CHVRN2001S,0,11,18,18,9,18,3657,91,58,4,15,110020148008,https://echo.epa.gov/detailed-facility-report?fid=110020148008,High Priority Violation,12,12,4,#N/A,"1,526","20,902"
1454,Port Arthur Refinery,BASF TotalEnergies Petrochemicals LLC,29.9630,-93.8902,Port Arthur,Jefferson County,TX,77640,HON Rule,Chemical Manufacturing,TX14,Rep. Randy Weber,Republican,Received Exemption,Received Exemption,July 2025 Proclamation,https://www.whitehouse.gov/presidential-actions/2025/07/regulatory-relief-for-certain-stationary-sources-to-promote-american-chemical-manufacturing-security/,110000755200,110000755200,4863111,77640FNLNDHIGHW,0,1151,51,40,5,14,19963,49,35,7,17,110000755200,https://echo.epa.gov/detailed-facility-report?fid=110000755200,Violation w/in 1 Year,1,0,3,#N/A,"2,582","453,918"
1455,Flint Hills Resources Port Arthur Facility,,29.8928,-93.9733,Port Arthur,Jefferson County,TX,77640,HON Rule,Chemical Manufacturing,TX14,Rep. Randy Weber,Republican,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110000861862,110000861862,6430411,77641TXCCHGATE2,1006891,589,84,30,4,15,18570,87,48,6,14,110000861862,https://echo.epa.gov/detailed-facility-report?fid=110000861862,High Priority Violation,12,12,7,"1,131,434","1,719","45,606"
1456,Veolia Es Technical Solutions,,29.8531,-94.0931,Port Arthur,Jefferson County,TX,77643,HON Rule,Chemical Manufacturing,TX14,Rep. Randy Weber,Republican,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110035783658,110035783658,6444911,77643WSTMNHWY73,0,57,21,14,12,18,624,21,13,11,17,110035783658,https://echo.epa.gov/detailed-facility-report?fid=110035783658,No Violation Identified,1,0,2,#N/A,167,"11,583"
1457,Nafta Region Olefins Complex,,29.9536,-93.8850,Port Arthur,Jefferson County,TX,77640,HON Rule,Chemical Manufacturing,TX14,Rep. Randy Weber,Republican,Received Exemption,Received Exemption,July 2025 Proclamation,https://www.whitehouse.gov/presidential-actions/2025/07/regulatory-relief-for-certain-stationary-sources-to-promote-american-chemical-manufacturing-security/,"110006134691, 110070745633, 110071159846, 110071299966",110006134691,6445411,77643BSFFNNEOFI,1006543,2086,50,38,5,21,26591,60,41,8,15,110006134691,https://echo.epa.gov/detailed-facility-report?fid=110006134691,No Violation Identified,0,0,3,"1,906,827","1,563","185,596"
1458,Lion Elastomers,,29.9877,-93.9450,Port Neches,Jefferson County,TX,77651,"HON Rule, P&R I  Rule",Chemical Manufacturing,TX14,Rep. Randy Weber,Republican,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110020515735,110020515735,5651611,77651SPSYN1615M,0,2525,14,35,12,11,27192,25,25,6,16,110020515735,https://echo.epa.gov/detailed-facility-report?fid=110020515735,No Violation Identified,1,0,6,#N/A,104,"93,552"
1459,Indorama (Formerly Huntsman Port Neches),,29.9641,-93.9301,Port Neches,Jefferson County,TX,77651,HON Rule,Chemical Manufacturing,TX14,Rep. Randy Weber,Republican,Received Exemption,Received Exemption,July 2025 Proclamation,https://www.whitehouse.gov/presidential-actions/2025/07/regulatory-relief-for-certain-stationary-sources-to-promote-american-chemical-manufacturing-security/,"110000599567, 110071159551",110000599567,"6362811, 6362911",77651TXCCHHWY36,1007909,3771,19,22,8,21,42787,35,31,7,16,110000599567,https://echo.epa.gov/detailed-facility-report?fid=110000599567,High Priority Violation,12,12,3,"1,210,395",#N/A,#N/A
1460,Port Neches Operations C4 Plant,,29.9800,-93.9460,Port Neches,Jefferson County,TX,77651,HON Rule,Chemical Manufacturing,TX14,Rep. Randy Weber,Republican,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110041419257,110041419257,13407911,0,0,2760,17,30,12,16,36284,31,28,7,16,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,333,"52,508"
1461,Diamond Shamrock Corp (Three Rivers Refinery) / Valero,,28.4567,-98.1903,Three Rivers,Live Oak,TX,78071,HON Rule,Chemical Manufacturing,TX15,Rep. Monica De La Cruz,Republican,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110000464462,110000464462,"6152811, 17909311","78071DMNDS301LE, 7807WVLRNR31WLE",0,622,61,45,12,17,1408,64,43,10,14,110000464462,https://echo.epa.gov/detailed-facility-report?fid=110000464462,No Violation Identified,2,0,2,#N/A,"1,294","121,684"
1462,Oq Chemicals Bay City Plant,Celanese Corp,28.8619,-96.0208,Bay City,MATAGORDA,TX,77404,HON Rule,Chemical Manufacturing,TX22,Rep. Troy Nehls,Republican,Received Exemption,Received Exemption,July 2025 Proclamation,https://www.whitehouse.gov/presidential-actions/2025/07/regulatory-relief-for-certain-stationary-sources-to-promote-american-chemical-manufacturing-security/,110031389192,110031389192,13411911,"77414XCRPB21FM3, 77414HCHSTPOBOX",0,17,29,35,0,12,480,56,45,10,9,110031389192,https://echo.epa.gov/detailed-facility-report?fid=110031389192,No Violation Identified,0,0,5,#N/A,"1,096","22,948"
1463,Huntsman Petrochemical Conroe Plant,Huntsman Petrochemical,30.3140,-95.3859,Conroe,Montgomery County,TX,77301,HON Rule,Chemical Manufacturing,TX8,Rep. Morgan Luttrell,Republican,Received Exemption,Received Exemption,July 2025 Proclamation,https://www.whitehouse.gov/presidential-actions/2025/07/regulatory-relief-for-certain-stationary-sources-to-promote-american-chemical-manufacturing-security/,110000748095,110000748095,4945611,77301TXCCHJEFFE,0,1613,78,28,5,7,15408,60,35,8,9,110000748095,https://echo.epa.gov/detailed-facility-report?fid=110000748095,High Priority Violation,10,10,2,#N/A,207,"14,664"
1464,Oxea Bishop Facility,Celanese Corp,27.5672,-97.8254,Bishop,Nueces,TX,78343,HON Rule,Chemical Manufacturing,TX34,Rep. Vicente Gonzalez,Democrat,Received Exemption,Received Exemption,July 2025 Proclamation,https://www.whitehouse.gov/presidential-actions/2025/07/regulatory-relief-for-certain-stationary-sources-to-promote-american-chemical-manufacturing-security/,110070935344,110070935344,"13389511, 4929511",78343XBSHPUSHWY,1007868,185,63,26,4,30,4929,84,45,7,21,110070935344,https://echo.epa.gov/detailed-facility-report?fid=110070935344,No Violation Identified,0,0,0,"404,796",841,"128,647"
1465,Equistar Chemicals (Oxychem),,27.8100,-97.5936,Corpus Christi,Nueces,TX,78410,HON Rule,Chemical Manufacturing,TX27,Rep. Michael Cloud,Republican,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110000465069,110000465069,5862111,78410CCPCC1501M,1004880,670,74,12,6,11,18706,67,32,7,10,110000465069,https://echo.epa.gov/detailed-facility-report?fid=110000465069,No Violation Identified,2,0,5,"1,311,004","1,645","59,373"
1466,Flint Hills Resources East Refinery,,27.8062,-97.4209,Corpus Christi,Nueces,TX,78412,HON Rule,Chemical Manufacturing,TX27,Rep. Michael Cloud,Republican,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110038173981,110038173981,4031311,78408STHWS1700N,0,1279,97,46,12,5,31280,88,65,7,17,110038173981,https://echo.epa.gov/detailed-facility-report?fid=110038173981,Violation w/in 1 Year,2,0,0,#N/A,535,"32,580"
1467,Valero Refining Company West Plant,,27.8178,-97.4826,Corpus Christi,Nueces,TX,78407,HON Rule,Chemical Manufacturing,TX27,Rep. Michael Cloud,Republican,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,"110064636032, 110070737322, 24401",110064636032,"4929811, 17985111, 9115811","78469VLRRF5900U, NA",1008110,471,86,48,4,18,7892,86,58,7,16,110064636032,https://echo.epa.gov/detailed-facility-report?fid=110064636032,Violation w/in 1 Year,7,4,5,"2,752,818","4,994","703,723"
1468,Valero Corpus Christi Refinery East Plant,,27.8108,-97.4367,Corpus Christi,Nueces County,TX,78412,HON Rule,Chemical Manufacturing,TX27,Rep. Michael Cloud,Republican,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110000501993,110000501993,"5656011, 17974911",78403CSTLR1300C,0,2786,95,56,8,11,31420,90,65,7,16,110000501993,https://echo.epa.gov/detailed-facility-report?fid=110000501993,High Priority Violation,12,12,3,#N/A,"1,124","120,032"
1469,Citgo Corpus Christi Refinery East Plant,,27.8096,-97.4259,Corpus Christi,Nueces County,TX,78407,HON Rule,Chemical Manufacturing,TX27,Rep. Michael Cloud,Republican,Received Exemption,Received Exemption,July 2025 Proclamation,https://www.whitehouse.gov/presidential-actions/2025/07/regulatory-relief-for-certain-stationary-sources-to-promote-american-chemical-manufacturing-security/,"110000505640, 110017836733",110000505640,4945411,78408CHMPL1801N,0,2377,97,51,10,8,34825,89,64,7,17,110000505640,https://echo.epa.gov/detailed-facility-report?fid=110000505640,No Violation Identified,0,0,4,#N/A,"1,995","532,235"
1470,Fhr Corpus Christi West Plant,,27.8320,-97.5256,Corpus Christi,Nueces County,TX,78412,HON Rule,Chemical Manufacturing,TX27,Rep. Michael Cloud,Republican,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110000504918,110000504918,4205511,78410KCHRFSUNTI,1009066,406,74,16,3,23,7127,72,28,7,12,110000504918,https://echo.epa.gov/detailed-facility-report?fid=110000504918,Violation w/in 1 Year,2,0,2,"2,486,742","2,297","224,875"
1471,Lanxess Corporation (Formerly Bayer),,30.0471,-93.7698,Orange,Orange,TX,77630,P&R I Rule,Chemical Manufacturing,TX14,Rep. Randy Weber,Republican,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110000463971,110000463971,3961411,77631PLYSRFM100,0,311,21,22,10,18,6121,31,35,10,17,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,705,"215,887"
1472,Firestone / Lion Elastomers,,30.0498,-93.7868,Orange,Orange,TX,77630,P&R I Rule,Chemical Manufacturing,TX14,Rep. Randy Weber,Republican,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,"110038166392, 110064446531",110064446531,5780411,0,0,337,20,38,6,29,8290,21,35,8,21,110064446531,https://echo.epa.gov/detailed-facility-report?fid=110064446531,No Violation Identified,0,0,2,#N/A,188,"142,439"
1473,Dupont Sabine River Works,,30.0548,-93.7539,Orange,Orange County,TX,77630,HON Rule,Chemical Manufacturing,TX14,Rep. Randy Weber,Republican,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110017746368,110017746368,4190211,77631DPNTSFARMR,1003382,538,25,24,11,17,7430,35,42,10,19,110017746368,https://echo.epa.gov/detailed-facility-report?fid=110017746368,High Priority Violation,12,12,8,"908,296","1,443","187,344"
1474,Invista Sarl Sabine River Site,,30.0542,-93.7522,Orange,Orange County,TX,77630,HON Rule,Chemical Manufacturing,TX14,Rep. Randy Weber,Republican,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110022523982,110022523982,10678011,77630NVSTS355AF,0,530,27,25,10,17,7093,36,41,10,18,110022523982,https://echo.epa.gov/detailed-facility-report?fid=110022523982,High Priority Violation,12,12,4,#N/A,"2,451","71,816"
1475,Exxonmobil Sabic Gulf Coast Growth Ventures (Gcgv),,27.9298,-97.3219,Gregory,San Patricio,TX,78390,HON Rule,Chemical Manufacturing,TX27,Rep. Michael Cloud,Republican,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110070053468,110070053468,19130411,7839WGLFCSSUTHF,1014210,587,83,46,11,13,12585,55,26,6,15,110070053468,https://echo.epa.gov/detailed-facility-report?fid=110070053468,Violation w/in 1 Year,1,0,0,"1,597,730",0,#N/A
1476,Occidental Chemical Corporation/Ingleside / Oxychem Ingleside Plant,,27.8836,-97.2414,Ingleside,San Patricio County,TX,78362,HON Rule,Chemical Manufacturing,TX27,Rep. Michael Cloud,Republican,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,"110070725501, 110071161378",110070725501,5746611,78359CCDNTHWY36,1001705,156,56,23,11,12,5023,56,36,6,12,110070725501,https://echo.epa.gov/detailed-facility-report?fid=110070725501,No Violation Identified,1,0,2,"1,803,754","1,077","48,821"
1477,Invista Sarl,,28.6731,-96.9536,Victoria,Victoria County,TX,77905,HON Rule,Chemical Manufacturing,TX27,Rep. Michael Cloud,Republican,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,"110070558375, 110070932284, 110070739204, 110071903413",110070558375,"5679711, 18970911, 13411411",77905NVSTS2695L,1001781,108,48,40,3,14,636,49,39,3,19,110070558375,https://echo.epa.gov/detailed-facility-report?fid=110070558375,Violation w/in 1 Year,2,0,1,"1,518,293","3,765","129,576"
1478,Hercules Inc Aqualon Div,,37.2877,-77.2755,Hopewell,Hopewell city City,VA,23860,HON Rule,Chemical Manufacturing,VA4,Rep. Jennifer McClellan,Democrat,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,"110070748290, 110000342665",110070748290,5768911,23860QLNCM1111H,0,4881,66,59,8,9,28242,53,43,7,15,110070748290,https://echo.epa.gov/detailed-facility-report?fid=110070748290,#N/A,#N/A,#N/A,0,#N/A,507,"403,058"
1479,Advansix (Formerly Honeywell Resins And Chemicals Llc -Hopewell),,37.3009,-77.2722,Hopewell,Hopewell city City,VA,23860,HON Rule,Chemical Manufacturing,VA4,Rep. Jennifer McClellan,Democrat,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110000620221,110000620221,5769011,23860LLDSGPOBOX,0,2480,61,56,10,10,22156,51,44,7,15,110000620221,https://echo.epa.gov/detailed-facility-report?fid=110000620221,High Priority Violation,12,12,1,#N/A,"3,540","60,131"
